Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
9/9/2016,LCBO,LCBO/RAO #0694,28.45,debit,Alcohol & Bars,TD GREEN VISA,,
9/7/2016,Nrml Clothing Rideau,NRML CLOTHING- RIDEAU,39.54,debit,Clothing,TD GREEN VISA,,
9/7/2016,Top World,TOP OF THE WORLD,31.58,debit,Clothing,TD GREEN VISA,,
9/7/2016,Vans Rideau Centre,VANS 8120 RIDEAU CENTRE,73.45,debit,Clothing,TD GREEN VISA,,
9/7/2016,Thank You,PAYMENT - THANK YOU,200,credit,Credit Card Payment,TD GREEN VISA,,
9/6/2016,Winners,WINNERSHOMESENSE 31106,14.68,debit,Furnishings,TD GREEN VISA,,
9/6/2016,Thank You,PAYMENT - THANK YOU,608.46,credit,Credit Card Payment,TD GREEN VISA,,
9/6/2016,Moores Clothing,MOORES CLOTHING 0070,9.03,debit,Clothing,TD GREEN VISA,,
9/5/2016,Rocky Mountain Atm,ROCKY MOUNTAIN HOUSE,12.44,debit,Business Services,TD GREEN VISA,,
9/3/2016,Mnr Bonnechere Prov,MNR BONNECHERE PROV PARK,15.5,debit,Vacation,TD GREEN VISA,,
9/2/2016,Super C Hull,SUPER C HULL,52.78,debit,Groceries,TD GREEN VISA,,
9/1/2016,Canadian Tire,CDN TIRE STORE #00422,20.33,debit,Shopping,TD GREEN VISA,,
9/1/2016,Jonny Canuck Bar,JONNY CANUCK'S BAR &,21.77,debit,Restaurants,TD GREEN VISA,,
9/1/2016,Wal-Mart,WAL-MART SUPERCENTER#3065,35.03,debit,Shopping,TD GREEN VISA,,
8/29/2016,Toyota,ORLEANS TOYOTA,64.98,debit,Auto Payment,TD GREEN VISA,,
8/29/2016,Mucho Burrito,MUCHO BURRITO,16.33,debit,Restaurants,TD GREEN VISA,,
8/29/2016,Mrgas,MRGAS S/S#031,44.18,debit,Gas & Fuel,TD GREEN VISA,,
8/29/2016,Imperial Barber Shop,IMPERIAL BARBER SHOP TENT,33.9,debit,Hair,TD GREEN VISA,,
8/27/2016,H&M,H&M CA #085 - RIDEAU C,38.41,debit,Clothing,TD GREEN VISA,,
8/27/2016,La Maison Simons,LA MAISON SIMONS 1021 OTT,77.97,debit,Clothing,TD GREEN VISA,,
8/27/2016,Nrml Clothing Rideau,NRML CLOTHING- RIDEAU,327.67,debit,Clothing,TD GREEN VISA,,
8/25/2016,Steam Games,STEAMGAMES.COM 425-952-29,21.99,debit,Entertainment,TD GREEN VISA,,
8/25/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,360,credit,Hide from Budgets & Trends,TD GREEN VISA,,
8/24/2016,Thank You,PAYMENT - THANK YOU,360,credit,Credit Card Payment,TD GREEN VISA,,
8/24/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Transfer to TD EVERY DAY SAVINGS ACCOUNT 6446058 WP505,1001,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
8/24/2016,Transfer to TD GREEN VISA,Transfer to TD Credit Card WP574,360,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
8/24/2016,Canada Pay,CANADA PAY,1190.19,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
8/24/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 WP505,1001,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
8/23/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
8/23/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
8/22/2016,Steam Games,STEAMGAMES.COM,21.99,debit,Entertainment,TD GREEN VISA,,
8/22/2016,ATM Fee,NON-TD ATM W/D,2.5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
8/22/2016,Non Td ATM,NON-TD ATM W/D,80,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
8/22/2016,Uber Ca Ojm,UBER CA AUG19 3OJM3 HELP.help.uber.,6.33,debit,Rental Car & Taxi,TD GREEN VISA,,
8/22/2016,La Belle Et,LA BELLE ET LA BOEUF GATINEAU,77.58,debit,Restaurants,TD GREEN VISA,,
8/22/2016,Sobeys,SOBEYS 7496 QPS ORLEANS,7.1,debit,Groceries,TD GREEN VISA,,
8/22/2016,Wal-Mart,WAL-MART SUPERCENTER#3065ORLEANS,50.94,debit,Shopping,TD GREEN VISA,,
8/22/2016,Starbucks,STARBUCKS 04245 OTTAWA,2.57,debit,Coffee Shops,TD GREEN VISA,,
8/22/2016,Uber Ca Nzzcu,UBER CA AUG20 NZZCU HELP.help.uber.,19.33,debit,Rental Car & Taxi,TD GREEN VISA,,
8/22/2016,LCBO,LCBO/RAO #0694 OTTAWA,28.45,debit,Alcohol & Bars,TD GREEN VISA,,
8/22/2016,Uber Ca Ivpbz,UBER CA AUG19 IVPBZ HELP.help.uber.,8.5,debit,Rental Car & Taxi,TD GREEN VISA,,
8/21/2016,Uber.com,UBER CA AUG20 NZZCU HELP.,19.33,debit,Rental Car & Taxi,TD GREEN VISA,,
8/20/2016,Uber.com,UBER CA AUG19 3OJM3 HELP.,6.33,debit,Rental Car & Taxi,TD GREEN VISA,,
8/20/2016,Uber.com,UBER CA AUG19 IVPBZ HELP.,8.5,debit,Rental Car & Taxi,TD GREEN VISA,,
8/19/2016,La Belle Et,LA BELLE ET LA BOEUF,77.58,debit,Restaurants,TD GREEN VISA,,
8/19/2016,Sobeys,SOBEYS 7496       QPS,7.1,debit,Groceries,TD GREEN VISA,,
8/19/2016,LCBO,LCBO/RAO #0694,28.45,debit,Alcohol & Bars,TD GREEN VISA,,
8/17/2016,McDonald's,MCDONALD'S #13277 QPS OTTAWA,12.18,debit,Fast Food,TD GREEN VISA,,
8/17/2016,Wal-Mart,WAL-MART SUPERCENTER#3065ORLEANS,3.23,debit,Shopping,TD GREEN VISA,,
8/16/2016,Esso,ESSO 120 MONTREAL ROAD VANIER,29.27,debit,Gas & Fuel,TD GREEN VISA,,
8/16/2016,YMCA,YMCA-YMCA NATIONAL CAP OTTAWA,42.94,debit,Gym,TD GREEN VISA,,
8/15/2016,Transfer Personal Payee,Transfer to Personal Payee LINE R5H6H7,56.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
8/11/2016,Amazon,Amazon.ca AMAZON.CA,46.44,debit,Supplements,TD GREEN VISA,,
8/11/2016,Amazon,Amazon *Marketplce CA WWW.AMAZON,12.99,debit,Supplements,TD GREEN VISA,,
8/10/2016,Transfer to TD GREEN VISA,Interac e-Transfer C0***2eb,460,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
8/10/2016,Canada Pay,CANADA PAY,976.05,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
8/10/2016,Interac E Transfer,Interac e-Transfer Fee,1,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
8/9/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,460,credit,Hide from Budgets & Trends,TD GREEN VISA,,
8/9/2016,Shoppers Drug Mart,SHOPPERSDRUGMART0632 ORLEANS,28.24,debit,Pharmacy,TD GREEN VISA,,
8/9/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,1,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
8/9/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,1,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
8/8/2016,Loblaws,LOBLAWS RCSS #1071 ORLEANS,58.14,debit,Groceries,TD GREEN VISA,,
8/8/2016,Patty's Pub,PATTYS PUB OTTAWA,27.68,debit,Alcohol & Bars,TD GREEN VISA,,
8/8/2016,Sobeys,SOBEYS 7496 QPS ORLEANS,7.1,debit,Groceries,TD GREEN VISA,,
8/8/2016,Td Place Stadium,TD PLACE STADIUM OTTAWA,8.5,debit,Entertainment,TD GREEN VISA,,
8/8/2016,Quickie,QUICKIE #53 OTTAWA,6.99,debit,Fast Food,TD GREEN VISA,,
8/8/2016,Metro,METRO #265 OTTAWA,7.98,debit,Fast Food,TD GREEN VISA,,
8/8/2016,Shoppers Drug Mart,SHOPPERS DRUG M _F,41.79,debit,Pharmacy,TD STUDENT CHEQUING ACCOUNT,,
8/8/2016,Non Td ATM,NON-TD ATM W/D,62.75,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
8/4/2016,Popeye's,POPEYE'S SUPPLEMENTS OTTAOTTAWA,11.29,debit,Restaurants,TD GREEN VISA,,
8/3/2016,Acadian House Restaurant,ACADIAN HOUSE RESTAURANT OTTAWA,22.71,debit,Restaurants,TD GREEN VISA,,
8/3/2016,Steam Games,STEAMGAMES.COM 425-952-29,16.99,debit,Entertainment,TD GREEN VISA,,
8/3/2016,Transfer Personal Payee,Transfer to Personal Payee LINE K2Z7U4,84.75,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
8/2/2016,Ai North,AI4-73 NORTH OTTAWA,17.15,debit,Uncategorized,TD GREEN VISA,,
8/2/2016,Mac's,00191 MACS CONV. STORES OTTAWA,3.71,debit,Shopping,TD GREEN VISA,,
8/2/2016,LCBO,LCBO/RAO #0589 ORLEANS,27.45,debit,Alcohol & Bars,TD GREEN VISA,,
8/2/2016,Lieutenant's Pump,LIEUTENANT`S PUMP OTTAWA,27.6,debit,Alcohol & Bars,TD GREEN VISA,,
8/2/2016,Tim Horton's,TIM HORTONS 3947 QTH OTTAWA,6.49,debit,Coffee Shops,TD GREEN VISA,,
8/2/2016,Best Buy,BEST BUY #627 ORLEANS,85.59,debit,Electronics & Software,TD GREEN VISA,,
8/2/2016,Lieutenant's Pump,LIEUTENANT`S PUMP OTTAWA,27.6,debit,Alcohol & Bars,TD GREEN VISA,,
8/2/2016,Mac's,00191 MACS CONV. STORES OTTAWA,2.48,debit,Shopping,TD GREEN VISA,,
8/2/2016,Mac's,00191 MACS CONV. STORES OTTAWA,1.35,debit,Shopping,TD GREEN VISA,,
7/29/2016,Interest,INTEREST CREDIT,0.02,credit,Interest Income,TD EVERY DAY SAVINGS ACCOUNT,,
7/28/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,500,credit,Hide from Budgets & Trends,TD GREEN VISA,,
7/28/2016,Bmo H U,BMO MasterCard H7U6A9,1300,debit,Uncategorized,TD EVERY DAY SAVINGS ACCOUNT,,
7/27/2016,McDonald's,MCDONALD'S #12223 LA POCATIE,11.49,debit,Fast Food,TD GREEN VISA,,
7/27/2016,Tim Horton's,TIM HORTONS 3947 QTH OTTAWA,1.7,debit,Coffee Shops,TD GREEN VISA,,
7/27/2016,Petrocan Route Beaumo,PETROCAN-100 ROUTE BEAUMOBEAUMONT,46.33,debit,Gas & Fuel,TD GREEN VISA,,
7/27/2016,Tim Horton's,TIM HORTON'S #5796 VAUDREUIL-,2.99,debit,Coffee Shops,TD GREEN VISA,,
7/27/2016,Transfer to TD GREEN VISA,Transfer to TD EVERY DAY SAVINGS ACCOUNT 6446058 HG203,500,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
7/27/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Transfer to TD Credit Card HG200,500,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
7/27/2016,Canada Pay,CANADA PAY,1190.36,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
7/27/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 HG203,500,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
7/26/2016,Ultramar,ULTRAMAR #32696 ORLEANS,34.09,debit,Gas & Fuel,TD GREEN VISA,,
7/26/2016,Thank You,PAYMENT - THANK YOU,53.6,credit,Credit Card Payment,TD GREEN VISA,,
7/26/2016,Superstore Gas Bar,SUPERSTORE GAS BAR #41 BATHURST,44.05,debit,Shopping,TD GREEN VISA,,
7/26/2016,Esso Rue Notre,ESSO 15 RUE NOTRE-DAME KEDGWICK,2.28,debit,Home Phone,TD GREEN VISA,,
7/25/2016,Tim Horton's,TIM HORTONS 0907 QTH MONTMAGNY,7.73,debit,Coffee Shops,TD GREEN VISA,,
7/25/2016,Pizza Delight,PIZZA DELIGHT BATHURST,14.54,debit,Restaurants,TD GREEN VISA,,
7/25/2016,Ottawa Pizza,OTTAWA PIZZA OTTAWA,6.05,debit,Restaurants,TD GREEN VISA,,
7/22/2016,Tim Horton's,TIM HORTONS 3947 QTH OTTAWA,4.96,debit,Coffee Shops,TD GREEN VISA,,
7/22/2016,Ultramar,ULTRAMAR #24570 MONTMAGNY,36.33,debit,Gas & Fuel,TD GREEN VISA,,
7/22/2016,Tim Horton's,TIM HORTONS 1577 QTH ST.HYACINT,1.85,debit,Coffee Shops,TD GREEN VISA,,
7/22/2016,Maxi,MAXI #8904 * MONTMAGNY,42.62,debit,Groceries,TD GREEN VISA,,
7/21/2016,Ultramar,ULTRAMAR #32720 ORLEANS,12.75,debit,Gas & Fuel,TD GREEN VISA,,
7/21/2016,Mnr Ontpark Resve,MNR-1888ONTPARK-RESVE ORILLIA,134.74,debit,Vacation,TD GREEN VISA,,
7/19/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
7/19/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
7/18/2016,Uber.com,Uber BV help.uber.,7.86,debit,Rental Car & Taxi,TD GREEN VISA,,
7/18/2016,Pizza Pizza,PIZZA PIZZA # 201 OTTAWA,17.85,debit,Fast Food,TD GREEN VISA,,
7/18/2016,McDonald's,MCDONALD'S #10609 OTTAWA,10.5,debit,Fast Food,TD GREEN VISA,,
7/18/2016,Amazon,Amazon *Marketplce CA WWW.AMAZON,3.06,debit,Supplements,TD GREEN VISA,,
7/18/2016,The Beer Store,THE BEER STORE #4626 ORLEANS,31.95,debit,Alcohol & Bars,TD GREEN VISA,,
7/18/2016,Ultramar,ULTRAMAR #32720 ORLEANS,45.46,debit,Gas & Fuel,TD GREEN VISA,,
7/18/2016,YMCA,YMCA-YMCA NATIONAL CAP OTTAWA,42.94,debit,Gym,TD GREEN VISA,,
7/18/2016,Td ATM Withdrawal,TD ATM W/D 008856,60,debit,Alcohol & Bars,TD STUDENT CHEQUING ACCOUNT,,
7/15/2016,Uber.com,Uber BV help.uber.,21.41,debit,Rental Car & Taxi,TD GREEN VISA,,
7/15/2016,Uber.com,Uber BV help.uber.,7.98,debit,Rental Car & Taxi,TD GREEN VISA,,
7/15/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
7/15/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
7/14/2016,Thank You,PAYMENT - THANK YOU,310.8,credit,Credit Card Payment,TD GREEN VISA,,
7/14/2016,Td ATM Withdrawal,TD ATM W/D 003204,60,debit,Alcohol & Bars,TD STUDENT CHEQUING ACCOUNT,,
7/14/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Transfer to TD EVERY DAY SAVINGS ACCOUNT 6446058 IW250,300,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
7/14/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 IW250,300,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
7/13/2016,Spic Span Dryclea,SPIC & SPAN #1 DRYCLEA ORLEANS,20.23,debit,Laundry,TD GREEN VISA,,
7/13/2016,Td X H,TD VISA X2H6K6,310.8,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
7/13/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Transfer to TD EVERY DAY SAVINGS ACCOUNT 6446058 HG093,500,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
7/13/2016,Canada Pay,CANADA PAY,1190.34,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
7/13/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 HG093,500,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
7/11/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,200,credit,Hide from Budgets & Trends,TD GREEN VISA,,
7/11/2016,The Beer Store,THE BEER STORE #4655 RENFREW,31.95,debit,Alcohol & Bars,TD GREEN VISA,,
7/11/2016,Pizza Pizza,PIZZA PIZZA # 204 VANIER,6.5,debit,Fast Food,TD GREEN VISA,,
7/11/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
7/11/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
7/8/2016,Marcello's Market & Deli,MARCELLO'S MARKET & DE OTTAWA,4.96,debit,Restaurants,TD GREEN VISA,,
7/8/2016,Transfer to TD GREEN VISA,Transfer to TD Credit Card JQ460,200,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
7/8/2016,Td ATM Withdrawal,TD ATM W/D 005471,60,debit,Alcohol & Bars,TD STUDENT CHEQUING ACCOUNT,,
7/8/2016,Canada Pro,CANADA PRO,291,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
7/6/2016,Ottawa Pizza,OTTAWA PIZZA OTTAWA,11.18,debit,Restaurants,TD GREEN VISA,,
7/6/2016,Thank You,PAYMENT - THANK YOU,100,credit,Hide from Budgets & Trends,TD GREEN VISA,,
7/5/2016,Transfer Td Wg,Transfer to TD Credit Card WG061,100,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
7/5/2016,Canada Gst,CANADA GST,105.25,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
7/4/2016,White Sands Golf,WHITE SANDS GOLF ORLEANS,16.72,debit,Entertainment,TD GREEN VISA,,
7/4/2016,Jonny Canuck Bar,JONNY CANUCK'S BAR & OTTAWA,17.67,debit,Restaurants,TD GREEN VISA,,
7/4/2016,LCBO,LCBO/RAO #0624 ORLEANS,17.15,debit,Alcohol & Bars,TD GREEN VISA,,
6/30/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,400,credit,Hide from Budgets & Trends,TD GREEN VISA,,
6/30/2016,Ultramar,ULTRAMAR #32696 ORLEANS,44.62,debit,Gas & Fuel,TD GREEN VISA,,
6/30/2016,Marcello's Market & Deli,MARCELLO'S MARKET & DE OTTAWA,4.96,debit,Restaurants,TD GREEN VISA,,
6/30/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/30/2016,Other Bank Fees,OTHER BANK FEES,2,debit,Bank Fee,TD STUDENT CHEQUING ACCOUNT,,
6/30/2016,Other Bank Fees,OTHER BANK FEES,2,debit,Bank Fee,TD STUDENT CHEQUING ACCOUNT,,
6/30/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/30/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
6/30/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
6/29/2016,Canada Computers,CANADA COMPUTER,274.57,debit,Electronics & Software,TD STUDENT CHEQUING ACCOUNT,,
6/29/2016,Canada Pay,CANADA PAY,1190.34,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
6/29/2016,Td Q J,TD VISA Q2J8W4,400,debit,Uncategorized,TD STUDENT CHEQUING ACCOUNT,,
6/29/2016,Canada Computers,CANADA COMPUTER,274.57,debit,Electronics & Software,TD STUDENT CHEQUING ACCOUNT,,
6/29/2016,Transfer from TD EVERY DAY SAVINGS ACCOUNT,Transfer from TD EVERY DAY SAVINGS ACCOUNT 6446058 HR474,100,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/29/2016,Canada Pay,CANADA PAY,1190.34,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
6/29/2016,Transfer Personal Payee,Transfer to Personal Payee LINE Q2J8W2,556,debit,Auto Payment,TD STUDENT CHEQUING ACCOUNT,,
6/29/2016,Transfer to TD GREEN VISA,TD VISA Q2J8W4,400,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
6/29/2016,Transfer Personal Payee,Transfer to Personal Payee LINE Q2J8W2,556,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/29/2016,Transfer from TD EVERY DAY SAVINGS ACCOUNT,Transfer from TD EVERY DAY SAVINGS ACCOUNT 6446058 HR474,100,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/29/2016,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 HR474,100,debit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
6/29/2016,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 HR474,100,debit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
6/28/2016,Shoppers Drug Mart,SHOPPERS DRUG MART #1433 ORLEANS,23.15,debit,Pharmacy,TD GREEN VISA,,
6/28/2016,Bmo L Q,BMO MasterCard L7Q4K7,22.5,debit,Uncategorized,TD STUDENT CHEQUING ACCOUNT,,
6/28/2016,Bmo L Q,BMO MasterCard L7Q4K7,22.5,debit,Uncategorized,TD STUDENT CHEQUING ACCOUNT,,
6/27/2016,Value Village,VALUE VILLAGE 2119 ORLEANS,9.03,debit,Clothing,TD GREEN VISA,,
6/27/2016,Chez Lucien,CHEZ LUCIEN OTTAWA,61.4,debit,Restaurants,TD GREEN VISA,,
6/27/2016,Winners,WINNERSHOMESENSE 31106 ORLEANS,39.54,debit,Furnishings,TD GREEN VISA,,
6/27/2016,Mer Bleue Golf,MER BLEUE GOLF NAVAN,22.6,debit,Sports,TD GREEN VISA,,
6/27/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/27/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/27/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
6/27/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
6/24/2016,Td ATM Withdrawal,TD ATM W/D 000632,40,debit,Alcohol & Bars,TD STUDENT CHEQUING ACCOUNT,,
6/24/2016,Pharma Plus Drugmarts,PHARMA PLUS DRUGMART 1255OTTAWA,7.11,debit,Pharmacy,TD GREEN VISA,,
6/24/2016,Td ATM Withdrawal,TD ATM W/D 000632,40,debit,Alcohol & Bars,TD STUDENT CHEQUING ACCOUNT,,
6/21/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,300,credit,Hide from Budgets & Trends,TD GREEN VISA,,
6/21/2016,Ncix Richmond,NCIX RICHMOND,58.2,debit,Electronics & Software,TD GREEN VISA,,
6/21/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,100,credit,Hide from Budgets & Trends,TD GREEN VISA,,
6/21/2016,Ncix Richmond,NCIX RICHMOND,311.88,debit,Electronics & Software,TD GREEN VISA,,
6/21/2016,Canada Computers,DIRECT CANADA COMPUTER RICHMOND,566.53,debit,Electronics & Software,TD GREEN VISA,,
6/20/2016,Transfer Td Lz,Transfer to TD Credit Card LZ322,300,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/20/2016,Transfer Td Ru,Transfer to TD Credit Card RU160,100,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/20/2016,Bmo H U,BMO MasterCard H8U7W4,35,debit,Uncategorized,TD STUDENT CHEQUING ACCOUNT,,
6/20/2016,LCBO,LCBO/RAO #0624 ORLEANS,19.7,debit,Alcohol & Bars,TD GREEN VISA,,
6/20/2016,Loblaws,LOBLAWS RCSS #1071 ORLEANS,6.97,debit,Groceries,TD GREEN VISA,,
6/20/2016,Brewers Sparks,THE 3 BREWERS SPARKS OTTAWA,19.17,debit,Alcohol & Bars,TD GREEN VISA,,
6/20/2016,Transfer to TD GREEN VISA,Transfer to TD Credit Card RU160,100,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
6/20/2016,Bmo H U,BMO MasterCard H8U7W4,35,debit,Uncategorized,TD STUDENT CHEQUING ACCOUNT,,
6/20/2016,Transfer to TD GREEN VISA,Transfer to TD Credit Card LZ322,300,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
6/17/2016,Transfer Personal Payee,Transfer to Personal Payee LINE H5U5A3,22,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/17/2016,Les Chocolats Favoris,LES CHOCOLATS FAVORIS ORLEANS,9.32,debit,Restaurants,TD GREEN VISA,,
6/17/2016,Transfer Personal Payee,Transfer to Personal Payee LINE H5U5A3,22,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
